"wdpaid","wdpa_pid","name","iso3","country","year1","year2","area_km1","area_km2","area_change_km","area_change_perc","wdpa_yr"
151999,"151999","Horns Kungsgård","SWE","Sweden",2008,2010,8.2991,2.8669,-5.4322,-65.4552903326867,2017
151999,"151999","Horns Kungsgård","SWE","Sweden",2014,2015,2.8669,2.073145,-0.793755,-27.6868743241829,2017
152,"152","Tayrona","COL","Colombia",2008,2010,150,30,-120,-80,2017
152,"152","Tayrona","COL","Colombia",2010,2012,30,40,10,33.3333333333333,2017
152002,"152002","Horsö-Värsnäs","SWE","Sweden",2008,2010,4.7181,1.9852,-2.7329,-57.9237404887561,2017
152006,"152006","Hovön-Alnön","SWE","Sweden",2008,2010,3.8435,2.274,-1.5695,-40.8351762716274,2017
152010,"152010","Hulöhamn","SWE","Sweden",2008,2010,1.4177,0.0176,-1.4001,-98.7585525851732,2017
152010,"152010","Hulöhamn","SWE","Sweden",2014,2016,0.0176,0.014168156,-0.003431844,-19.4991136363636,2017
152025,"152025","Huvudskär","SWE","Sweden",2006,2007,3.2,20.769,17.569,549.03125,2017
152036,"152036","Indalsälvens delta","SWE","Sweden",2008,2010,2.0238,1.167,-0.8568,-42.3361992291728,2017
152051,"152051","Järavallen","SWE","Sweden",2008,2010,7.3525,2.9121,-4.4404,-60.393063583815,2017
152052,"152052","Järkö","SWE","Sweden",2008,2010,1.2671,0.7744,-0.4927,-38.8840659774288,2017
152054,"152054","Järnavik","SWE","Sweden",2008,2010,1.518,0.6162,-0.9018,-59.4071146245059,2017
152068,"152068","Jorefjorden","SWE","Sweden",2008,2010,0.7391,0.3889,-0.3502,-47.3819510215126,2017
152072,"152072","Jungfruskär","SWE","Sweden",2008,2010,6.5798,5.0813,-1.4985,-22.7742484573999,2017
152076,"152076","Hartsö","SWE","Sweden",2008,2010,54.733,33.17,-21.563,-39.396707653518,2017
152076,"152076","Hartsö","SWE","Sweden",2014,2015,33.17,48.710016,15.540016,46.8496110943624,2017
152079,"152079","Kålgårdsön","SWE","Sweden",2008,2010,1.033,0.0324,-1.0006,-96.863504356244,2017
152084,"152084","Kälkerön","SWE","Sweden",2008,2010,3.5286,2.6304,-0.8982,-25.4548546165618,2017
152090,"152090","Kålsö","SWE","Sweden",2008,2010,2.0475,0.5057,-1.5418,-75.3015873015873,2017
152098,"152098","Kämpinge strandbad","SWE","Sweden",2008,2010,0.4172,0.1595,-0.2577,-61.7689357622244,2017
152118,"152118","Klampenborg","SWE","Sweden",2008,2010,0.6404,0.3918,-0.2486,-38.8194878201124,2017
152133,"152133","Klubben","SWE","Sweden",2008,2010,0.869,0.5316,-0.3374,-38.8262370540852,2017
152136,"152136","Kluntarna","SWE","Sweden",2008,2010,7.1904,5.4481,-1.7423,-24.2309190031153,2017
152139,"152139","Knisa mosse","SWE","Sweden",2008,2010,1.4239,0.1914,-1.2325,-86.5580448065173,2017
152145,"152145","Västra Råssö och Kockholmen","SWE","Sweden",2008,2010,4.3125,2.9,-1.4125,-32.7536231884058,2017
152145,"152145","Västra Råssö och Kockholmen","SWE","Sweden",2014,2015,2.9,1.164674,-1.735326,-59.8388275862069,2017
152148,"152148","Koljön","SWE","Sweden",2008,2010,1.1641,0.8834,-0.2807,-24.1130487071557,2017
152162,"152162","Kråmö","SWE","Sweden",2008,2010,2.5021,2.109,-0.3931,-15.7108029255425,2017
152170,"152170","Kudoxa","SWE","Sweden",2008,2010,0.244,0.0314,-0.2126,-87.1311475409836,2017
152171,"152171","Kuggörarnas domänreservat","SWE","Sweden",2008,2010,0.5078,0.2781,-0.2297,-45.2343442300118,2017
152188,"152188","Kvalmsö","SWE","Sweden",2008,2010,1.7487,1.0804,-0.6683,-38.2169611711557,2017
152192,"152192","Kvarntorpet","SWE","Sweden",2008,2010,1.4901,0.3507,-1.1394,-76.4646668008859,2017
152205,"152205","Hökafältet","SWE","Sweden",2008,2010,3.9455,0.028,-3.9175,-99.2903307565581,2017
152205,"152205","Hökafältet","SWE","Sweden",2014,2015,0.028,0.379357,0.351357,1254.84642857143,2017
152206,"152206","Gullbranna","SWE","Sweden",2008,2010,0.7326,0.0421,-0.6905,-94.2533442533443,2017
152206,"152206","Gullbranna","SWE","Sweden",2014,2015,0.0421,0.309021,0.266921,634.016627078385,2017
152207,"152207","Tönnersa","SWE","Sweden",2008,2010,2.167,0.0231,-2.1439,-98.9340101522843,2017
152207,"152207","Tönnersa","SWE","Sweden",2014,2015,0.0231,0.405592,0.382492,1655.80952380952,2017
152218,"152218","Langhammars","SWE","Sweden",2008,2010,4.7845,0.1979,-4.5866,-95.8637266172014,2017
152218,"152218","Langhammars","SWE","Sweden",2014,2017,0.1979,0.048040815,-0.149859185,-75.7247018696311,2017
152219,"152219","Långharsholmen","SWE","Sweden",2008,2010,1.0815,0.7791,-0.3024,-27.9611650485437,2017
152221,"152221","Norra Långön","SWE","Sweden",2008,2010,2.6142,1.53,-1.0842,-41.473490934129,2017
152221,"152221","Norra Långön","SWE","Sweden",2014,2015,1.53,1.12743,-0.40257,-26.3117647058824,2017
152233,"152233","Laus holmar","SWE","Sweden",2008,2010,4.9183,4.3492,-0.5691,-11.5710713051258,2017
152243,"152243","Lesk�ren","SWE","Sweden",2008,2010,0.6242,0.4326,-0.1916,-30.6952899711631,2014
152254,"152254","Likskäret","SWE","Sweden",2008,2010,1.8677,0.7145,-1.1532,-61.7443914975638,2017
152256,"152256","Lilla Hammars näs","SWE","Sweden",2008,2010,1.2562,0.5832,-0.673,-53.5742716128005,2014
152257,"152257","Lilla Hasselön","SWE","Sweden",2008,2010,2.2203,1.5164,-0.7039,-31.7029230284196,2017
152257,"152257","Lilla Hasselön","SWE","Sweden",2014,2015,1.5164,1.359279,-0.157121,-10.3614481667106,2017
152260,"152260","Stora och Lilla Sandböte","SWE","Sweden",2008,2010,0.2097,0.017,-0.1927,-91.8931807343824,2017
152260,"152260","Stora och Lilla Sandböte","SWE","Sweden",2014,2015,0.017,0.018864,0.001864,10.9647058823529,2017
152274,"152274","Lindö udde","SWE","Sweden",2008,2010,0.5275,0.313,-0.2145,-40.6635071090047,2017
152274,"152274","Lindö udde","SWE","Sweden",2014,2015,0.313,0.478925,0.165925,53.0111821086262,2017
152280,"152280","Linkudden","SWE","Sweden",2008,2010,0.1792,0.0379,-0.1413,-78.8504464285714,2017
152286,"152286","Listershuvud","SWE","Sweden",2008,2010,4.9088,0.0577,-4.8511,-98.8245599739244,2017
152286,"152286","Listershuvud","SWE","Sweden",2014,2015,0.0577,1.296279,1.238579,2146.58405545927,2017
152292,"152292","Ljungskogens o Ljunghusens strandbad","SWE","Sweden",2008,2010,3.2849,2.1971,-1.0878,-33.1151633230844,2017
152293,"152293","Ljusterö","SWE","Sweden",2008,2010,0.2512,0.0127,-0.2385,-94.9442675159236,2017
152295,"152295","Löddeåns mynning (södra delen)","SWE","Sweden",2008,2010,1.5478,1.0045,-0.5433,-35.1014342938364,2017
152309,"152309","Lövö","SWE","Sweden",2008,2010,7.8504,4.8904,-2.96,-37.7050850912055,2017
152350,"152350","Malön","SWE","Sweden",2008,2010,1.0773,0.0194,-1.0579,-98.1992017079736,2017
152350,"152350","Malön","SWE","Sweden",2014,2015,0.0194,0.021552,0.002152,11.0927835051546,2017
152361,"152361","Marum","SWE","Sweden",2008,2010,0.3829,0.1347,-0.2482,-64.8211021154349,2017
152365,"152365","Massan","SWE","Sweden",2008,2010,0.5084,0.4453,-0.0631000000000001,-12.411487018096,2017
152391,"152391","Morlanda","SWE","Sweden",2008,2010,8.4187,1.5543,-6.8644,-81.5375295473173,2017
152391,"152391","Morlanda","SWE","Sweden",2014,2015,1.5543,1.338069,-0.216231,-13.911793090137,2017
152392,"152392","Mörtö-Bunsö","SWE","Sweden",2008,2010,0.4996,0.0151,-0.4845,-96.9775820656525,2017
152393,"152393","Morups Tånge","SWE","Sweden",2008,2010,2.0769,1.2111,-0.8658,-41.6871298569984,2017
152401,"152401","Munkö","SWE","Sweden",2008,2010,0.8935,0.3303,-0.5632,-63.0330162283156,2017
152401,"152401","Munkö","SWE","Sweden",2016,2017,0.330398382,0.401414395,0.071016013,21.4940559242811,2017
152417,"152417","Näverkärr","SWE","Sweden",2008,2010,2.3549,1.0074,-1.3475,-57.2211134230753,2017
152421,"152421","Nöddökilen","SWE","Sweden",2008,2010,0.4964,0.1511,-0.3453,-69.5608380338437,2017
152428,"152428","Norr-Äspen","SWE","Sweden",2008,2010,5.8846,3.6326,-2.252,-38.2693810964212,2017
152432,"152432","Norra Hornslandet","SWE","Sweden",2008,2010,1.0651,0.0148,-1.0503,-98.6104591118205,2017
152434,"152434","Norra Ljunghusen","SWE","Sweden",2008,2010,1.8672,1.6467,-0.2205,-11.8091259640103,2017
152441,"152441","Norrfällsviken","SWE","Sweden",2008,2010,1.7365,0.026,-1.7105,-98.5027353872732,2017
152441,"152441","Norrfällsviken","SWE","Sweden",2014,2015,0.026,0.017352,-0.008648,-33.2615384615385,2017
152442,"152442","Norrholmen","SWE","Sweden",2008,2010,0.0917,0.0361,-0.0556,-60.6324972737186,2017
152444,"152444","Norrpada","SWE","Sweden",2008,2010,0.3623,0.0217,-0.3406,-94.0104885454044,2017
152444,"152444","Norrpada","SWE","Sweden",2014,2015,0.0217,0.025407,0.003707,17.0829493087558,2017
152446,"152446","Notholmen","SWE","Sweden",2008,2010,0.4374,0.3018,-0.1356,-31.0013717421125,2017
152454,"152454","Kustheden Nyhamnsläge-Lerhamn","SWE","Sweden",2008,2010,0.3164,0.1168,-0.1996,-63.0847029077118,2017
152455,"152455","Nyhamnsläge-Strandbadens kusthedsreservat","SWE","Sweden",2008,2010,0.9619,0.6856,-0.2763,-28.7243996257407,2017
152464,"152464","Ödsmåls kile","SWE","Sweden",2008,2010,2.3735,1.8107,-0.5628,-23.7118179903097,2017
152476,"152476","Örarevet","SWE","Sweden",2008,2010,1.6409,1.1134,-0.5275,-32.1469925041136,2017
152476,"152476","Örarevet","SWE","Sweden",2014,2015,1.1134,1.861913,0.748513,67.227680977187,2017
152479,"152479","Ormö","SWE","Sweden",2008,2010,5.4679,4.7333,-0.734599999999999,-13.4347738619945,2017
152481,"152481","Orrevikskilen","SWE","Sweden",2008,2010,0.9782,0.3377,-0.6405,-65.4774074831323,2017
152490,"152490","Saxåns utlopp","SWE","Sweden",2008,2010,0.5961,0.2243,-0.3718,-62.3720852206006,2017
152490,"152490","Saxåns utlopp","SWE","Sweden",2014,2015,0.2243,0.190511,-0.033789,-15.0641997325011,2017
152500,"152500","Gålö","SWE","Sweden",2008,2010,1.0674,0.7766,-0.2908,-27.2437699081881,2017
152500,"152500","Gålö","SWE","Sweden",2014,2015,0.7766,20.700939,19.924339,2565.5857584342,2017
152503,"152503","Otterön","SWE","Sweden",2008,2010,6.2937,2.6324,-3.6613,-58.174047062936,2017
152544,"152544","Ramsön med Keholmen","SWE","Sweden",2008,2010,2.4089,1.7179,-0.691,-28.6852920420109,2017
152545,"152545","Ramsvikslandet","SWE","Sweden",2008,2010,7.91,1.1622,-6.7478,-85.307206068268,2017
152545,"152545","Ramsvikslandet","SWE","Sweden",2014,2015,1.1622,7.152627,5.990427,515.438564790914,2017
152552,"152552","Råssö","SWE","Sweden",2008,2010,4.8525,3.0597,-1.7928,-36.9459041731066,2017
152554,"152554","Rataskär","SWE","Sweden",2008,2010,0.7751,0.306,-0.4691,-60.5212230679912,2017
152554,"152554","Rataskär","SWE","Sweden",2014,2015,0.306,0.428385,0.122385,39.9950980392157,2017
152559,"152559","Rävsholmen","SWE","Sweden",2008,2010,0.4465,0.33,-0.1165,-26.0918253079507,2017
152565,"152565","Reveludden","SWE","Sweden",2008,2010,0.0997,0.027,-0.0727,-72.9187562688064,2017
152565,"152565","Reveludden","SWE","Sweden",2014,2015,0.027,0.023923,-0.003077,-11.3962962962963,2017
152567,"152567","Riekkola-Välivaara","SWE","Sweden",2008,2010,0.9614,0.1043,-0.8571,-89.1512377782401,2017
152567,"152567","Riekkola-Välivaara","SWE","Sweden",2014,2016,0.1043,0.038086584,-0.066213416,-63.4836203259827,2017
152591,"152591","Rone ytterholme","SWE","Sweden",2008,2010,1.8365,1.368,-0.4685,-25.5104818949088,2017
152595,"152595","Rörvik","SWE","Sweden",2008,2010,0.2446,0.1399,-0.1047,-42.8045789043336,2017
152596,"152596","Rosenlund","SWE","Sweden",2008,2010,0.4008,0.0719,-0.3289,-82.060878243513,2017
152622,"152622","Säivisnäs","SWE","Sweden",2008,2010,1.107,0.0114,-1.0956,-98.970189701897,2017
152622,"152622","Säivisnäs","SWE","Sweden",2014,2015,0.0114,0.022004,0.010604,93.0175438596491,2017
152625,"152625","Saltö","SWE","Sweden",2008,2010,8.1762,6.1366,-2.0396,-24.9455737384115,2017
152625,"152625","Saltö","SWE","Sweden",2014,2015,6.1366,1.973154,-4.163446,-67.8461362969723,2017
152628,"152628","Salvikens strandängar","SWE","Sweden",2008,2010,1.2832,0.8786,-0.4046,-31.5305486284289,2017
152630,"152630","Sanda holme","SWE","Sweden",2008,2010,1.0462,0.9252,-0.121,-11.5656662206079,2017
152631,"152631","Sandemar","SWE","Sweden",2008,2010,3.9007,1.6288,-2.2719,-58.2433922116543,2017
152633,"152633","Sandhammaren","SWE","Sweden",2008,2010,5.4047,1.0513,-4.3534,-80.5484115677096,2017
152634,"152634","Sandholmarna","SWE","Sweden",2008,2010,0.7535,0.4471,-0.3064,-40.6635700066357,2017
152638,"152638","Sandviken","SWE","Sweden",2008,2010,0.2316,0.1305,-0.1011,-43.6528497409326,2017
152642,"152642","Särö Västerskog","SWE","Sweden",2008,2010,0.55,0.27,-0.28,-50.9090909090909,2017
152642,"152642","Särö Västerskog","SWE","Sweden",2014,2015,0.27,0.01138,-0.25862,-95.7851851851852,2017
152648,"152648","Sävö","SWE","Sweden",2008,2010,3.031,2.1801,-0.8509,-28.0732431540746,2017
152649,"152649","Segersgärde","SWE","Sweden",2008,2010,5.5243,3.2792,-2.2451,-40.6404431330666,2017
152667,"152667","Lidö","SWE","Sweden",2008,2010,12.1209,8.895,-3.2259,-26.6143603197782,2017
152669,"152669","Skags-Furuholmen","SWE","Sweden",2008,2010,0.626,0.4889,-0.1371,-21.9009584664537,2017
152679,"152679","Skanör-Höll","SWE","Sweden",2008,2010,0.5135,0.1089,-0.4046,-78.792599805258,2017
152679,"152679","Skanör-Höll","SWE","Sweden",2014,2015,0.1089,0.945523,0.836623,768.248852157943,2017
152680,"152680","Skanörs ljung","SWE","Sweden",2008,2010,5.7504,2.1218,-3.6286,-63.1016972732332,2017
152691,"152691","Skärva","SWE","Sweden",2008,2010,2.3328,0.6766,-1.6562,-70.9962277091907,2017
152694,"152694","Skeppsviksskärgården","SWE","Sweden",2008,2010,4.9431,4.3659,-0.5772,-11.6768829277174,2017
152707,"152707","Skötkobbarna","SWE","Sweden",2008,2010,0.0375,0.0275,-0.01,-26.6666666666667,2017
152726,"152726","Smitingen-Härnöklubb","SWE","Sweden",2008,2010,2.6318,0.8534,-1.7784,-67.5735238239988,2017
152726,"152726","Smitingen-Härnöklubb","SWE","Sweden",2014,2015,0.8534,0.748055,-0.105345,-12.3441528005625,2017
152729,"152729","Snäcken","SWE","Sweden",2008,2010,0.1116,0.0577,-0.0539,-48.2974910394265,2017
152729,"152729","Snäcken","SWE","Sweden",2014,2015,0.0577,0.035358,-0.022342,-38.7209705372617,2017
152745,"152745","Södra Ulvön","SWE","Sweden",2008,2010,2.061,0.0175,-2.0435,-99.1508976225133,2017
152745,"152745","Södra Ulvön","SWE","Sweden",2014,2015,0.0175,0.020571,0.003071,17.5485714285714,2017
152749,"152749","Solidö","SWE","Sweden",2008,2010,1.2789,0.6548,-0.6241,-48.7997497849715,2017
152750,"152750","Sölvesborgsviken","SWE","Sweden",2008,2010,3.2579,1.1626,-2.0953,-64.3144356794254,2017
152751,"152751","Sonekulla","SWE","Sweden",2008,2010,0.622,0.1678,-0.4542,-73.0225080385852,2017
152764,"152764","Stångehuvud","SWE","Sweden",2008,2010,0.4755,0.19,-0.2855,-60.0420609884332,2017
152765,"152765","Stångskär","SWE","Sweden",2008,2010,0.3206,0.2265,-0.0941,-29.3512164691204,2017
152778,"152778","Stendörren","SWE","Sweden",2008,2010,9.0416,7.279,-1.7626,-19.4943372854362,2017
152783,"152783","Steningereservatet","SWE","Sweden",2008,2010,0.4881,0.0114,-0.4767,-97.6644130301168,2014
152784,"152784","Stenöorn","SWE","Sweden",2008,2010,0.5788,0.38,-0.1988,-34.3469246717346,2017
152786,"152786","Stensholmen","SWE","Sweden",2008,2010,0.4642,0.2971,-0.1671,-35.9974149073675,2017
152788,"152788","Steningekusten","SWE","Sweden",2008,2010,1.597,0.6123,-0.9847,-61.6593613024421,2017
152789,"152789","Bondöfjärden","SWE","Sweden",2014,2015,52.9931,86.666955,33.673855,63.5438481613644,2017
152793,"152793","Stilleryd","SWE","Sweden",2008,2010,0.6904,0.5392,-0.1512,-21.9003476245655,2017
152794,"152794","Stjärnö","SWE","Sweden",2008,2010,0.7337,0.4218,-0.3119,-42.510562900368,2017
152810,"152810","Stora Sv�ngen","SWE","Sweden",2008,2010,0.2364,0.1575,-0.0789,-33.3756345177665,2014
152811,"152811","Stora Tuvan","SWE","Sweden",2008,2010,1.0979,0.465,-0.6329,-57.6464158848711,2016
152811,"152811","Stora Tuvan","SWE","Sweden",2014,2015,0.465,0.23848,-0.22652,-48.7139784946237,2016
152813,"152813","Stora Vindåsen","SWE","Sweden",2008,2010,0.1457,0.0493,-0.0964,-66.1633493479753,2017
152821,"152821","Stor-Kunnan","SWE","Sweden",2008,2010,0.3148,0.0186,-0.2962,-94.0914866581957,2017
152823,"152823","Stornäset","SWE","Sweden",2008,2010,1.0714,0.6705,-0.4009,-37.4183311554975,2017
152823,"152823","Stornäset","SWE","Sweden",2016,2017,0.64225314,0.713943696,0.071690556,11.1623519660799,2017
152824,"152824","Storö","SWE","Sweden",2008,2010,0.8294,0.3477,-0.4817,-58.0781287677839,2017
152833,"152833","Strandstuviken","SWE","Sweden",2008,2010,9.9006,6.4339,-3.4667,-35.015049592954,2017
152835,"152835","Strömbäck-Kont","SWE","Sweden",2008,2010,4.7609,2.4127,-2.3482,-49.3226070700918,2017
152857,"152857","Svängehallar-Fjärehals","SWE","Sweden",2008,2010,2.9154,1.2089,-1.7065,-58.5339919050559,2017
152861,"152861","Svanvik","SWE","Sweden",2008,2010,2.9776,1.8403,-1.1373,-38.1951907576572,2017
152882,"152882","Svenneby Mellangård","SWE","Sweden",2008,2010,0.0341,0.0107,-0.0234,-68.6217008797654,2017
152883,"152883","Svenö","SWE","Sweden",2008,2010,0.8732,0.6365,-0.2367,-27.1071919377004,2017
152885,"152885","Svinö","SWE","Sweden",2008,2010,1.2001,0.6783,-0.5218,-43.4797100241646,2017
152896,"152896","Tanumskilen","SWE","Sweden",2008,2010,0.4875,0.2492,-0.2383,-48.8820512820513,2017
152899,"152899","Tärnö II","SWE","Sweden",2008,2010,0.8738,0.6708,-0.203,-23.2318608377203,2017
152900,"152900","Tärnö","SWE","Sweden",2007,2008,0.32,0.1421,-0.1779,-55.59375,2017
152900,"152900","Tärnö","SWE","Sweden",2008,2010,0.1421,0.048,-0.0941,-66.2209711470795,2017
152900,"152900","Tärnö","SWE","Sweden",2014,2015,0.048,0.094356,0.046356,96.575,2017
152908,"152908","Testeboåns delta","SWE","Sweden",2008,2010,1.1621,0.5563,-0.6058,-52.1297650804578,2017
152923,"152923","Tjärö","SWE","Sweden",2008,2010,3.068,2.23,-0.838,-27.3142112125163,2017
152926,"152926","Tjurpanneområdet","SWE","Sweden",2008,2010,4.989,2.1336,-2.8554,-57.2339146121467,2017
152927,"152927","Tofta","SWE","Sweden",2008,2010,6.3486,4.8071,-1.5415,-24.2809438301358,2017
152934,"152934","Torgrimmen Stora o Lilla","SWE","Sweden",2008,2010,0.2174,0.1225,-0.0949,-43.6522539098436,2014
152935,"152935","Torhamns udde","SWE","Sweden",2008,2010,5.0865,3.7907,-1.2958,-25.4752776958616,2017
152936,"152936","Torne-Furö","SWE","Sweden",2008,2010,2.2096,1.3672,-0.8424,-38.124547429399,2017
152942,"152942","Tosteberga ängar","SWE","Sweden",2007,2008,0.5,1.0511,0.5511,110.22,2017
152942,"152942","Tosteberga ängar","SWE","Sweden",2008,2010,1.0511,0.5116,-0.5395,-51.3271810484255,2017
152943,"152943","Trälebergskile","SWE","Sweden",2008,2010,0.7177,0.363,-0.3547,-49.4217639682319,2017
152946,"152946","Tranvik","SWE","Sweden",2008,2010,3.6991,1.3405,-2.3586,-63.761455489173,2017
152948,"152948","Trässö","SWE","Sweden",2007,2008,0.53,0.6928,0.1628,30.7169811320755,2017
152948,"152948","Trässö","SWE","Sweden",2008,2010,0.6928,0.1604,-0.5324,-76.8475750577367,2017
152958,"152958","Trossö-Kalvö-Lindö","SWE","Sweden",2008,2010,8.9838,4.2388,-4.745,-52.8172933502527,2017
152959,"152959","Trutskär","SWE","Sweden",2008,2010,0.6766,0.4564,-0.2202,-32.5450783328407,2017
152961,"152961","Trysunda","SWE","Sweden",2006,2007,9.32,10.529,1.209,12.9721030042918,2017
152961,"152961","Trysunda","SWE","Sweden",2008,2010,10.529,6.555,-3.974,-37.743375439263,2017
152963,"152963","Tullgarn","SWE","Sweden",2007,2008,6.7,7.4447,0.7447,11.1149253731343,2017
152963,"152963","Tullgarn","SWE","Sweden",2008,2010,7.4447,3.6033,-3.8414,-51.5991242091689,2017
152964,"152964","Tullviksbäcken","SWE","Sweden",2008,2010,1.9735,1.0097,-0.9638,-48.8370914618698,2017
152969,"152969","Tylön","SWE","Sweden",2008,2010,0.8632,0.7222,-0.141,-16.3345690454124,2017
